,Symbol,Group,Family,Duration,Growth_Habit,Native_Status,Other_Name
12805,LEMO5,Monocot,Arecaceae,Perennial,ShrubTree,L48 NNAV NPR NVI N,white thatch palm
12806,THDE10,Moss,Thuidiaceae, ,Nonvascular,NA N,
12807,THPH2,Moss,Thuidiaceae, ,Nonvascular,NA N,
12808,THRE7,Moss,Thuidiaceae, ,Nonvascular,NA N,
12809,THTA2,Moss,Thuidiaceae, ,Nonvascular,NA N,
12810,THUJA,Gymnosperm,Cupressaceae, , ,AK NCAN NL48 N,redcedar
12811,THOC2,Gymnosperm,Cupressaceae,Perennial,Tree,CAN NL48 N,eastern white cedarnorthern white cedar
12812,THPL,Gymnosperm,Cupressaceae,Perennial,Tree,AK NCAN NL48 N,
12813,THAL3,Dicot,Acanthaceae,Perennial,Forb/herbVine,HI IL48 IPB IPR IVI I,
12814,THER,Dicot,Acanthaceae,Perennial,ShrubVine,L48 IPR I,
12815,THFR2,Dicot,Acanthaceae,Perennial,Vine,HI IL48 IPR IVI I,
12816,THGR3,Dicot,Acanthaceae,Perennial,Vine,HI IL48 IPR I,
12817,THAC,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
12818,THAU4,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
12819,THPE4,Dicot,Asteraceae,Perennial,Forb/herbSubshrub,L48 N,
12820,THTE7,Dicot,Asteraceae,AnnualPerennial,Forb/herb,L48 N,
12821,THPRA,Dicot,Lamiaceae,Perennial,Forb/herbSubshrub,CAN IGL IL48 I,
12822,THCU,Dicot,Brassicaceae,Annual,Forb/herb,CAN NL48 N,
12823,THLA3,Dicot,Brassicaceae,Annual,Forb/herb,L48 N,
12824,TICO,Dicot,Saxifragaceae,Perennial,Forb/herb,CAN NL48 N,
12825,TITRT,Dicot,Saxifragaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12826,TITRU,Dicot,Saxifragaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12827,TIBOU,Dicot,Melastomataceae, , ,HI IPR I,
12828,TIHE4,Dicot,Melastomataceae,Perennial,Shrub,None,
12829,TILA7,Dicot,Melastomataceae,Perennial,Shrub,None,
12830,TISE2,Dicot,Melastomataceae,Perennial, ,None,
12831,TIUR,Dicot,Melastomataceae,Perennial,ShrubTree,HI IPR I,glorybush
12832,TILA2,Dicot,Amaranthaceae,Annual,Forb/herb,L48 N,
12833,TIOB,Dicot,Amaranthaceae,Perennial,Forb/herbShrubSubshrub,L48 N,
12834,TIGR4,Monocot,Iridaceae, , ,None,
12835,TIPA6,Monocot,Iridaceae, , ,None,
12836,TILIA,Dicot,Tiliaceae, , ,"CAN I,NL48 I,N",
12837,TIAM,Dicot,Tiliaceae,Perennial,Tree,"CAN I,NL48 N",
12838,TIAMA,Dicot,Tiliaceae,Perennial,Tree,CAN NL48 N,
12839,TIAMC,Dicot,Tiliaceae,Perennial,Tree,L48 N,
12840,TIAMH,Dicot,Tiliaceae,Perennial,Tree,CAN IL48 N,
12841,TICO2,Dicot,Tiliaceae,Perennial,Tree,CAN IL48 I,
12842,TIPE,Dicot,Tiliaceae,Perennial,Tree,L48 I,
12843,TILLA2,Monocot,Bromeliaceae, , ,"L48 I,NNAV NPR NVI N",
12844,TIBU,Monocot,Bromeliaceae,Perennial,Forb/herb,L48 NPR N,
12845,TIFA,Monocot,Bromeliaceae,Perennial,Forb/herb,L48 NPR NVI N,
12846,TIRE,Monocot,Bromeliaceae,Perennial,Forb/herb,L48 NNAV NPR NVI N,
12847,TITE,Monocot,Bromeliaceae,Perennial,Forb/herb,PR N,
12848,TIUS,Monocot,Bromeliaceae,Perennial,Forb/herbVine,L48 NPR NVI N,
12849,TIUT,Monocot,Bromeliaceae,Perennial,Forb/herb,L48 NNAV NPR NVI N,
12850,TIAU70,Moss,Timmiaceae, ,Nonvascular,NA N,
12851,TIMEB,Moss,Timmiaceae, ,Nonvascular,NA N,
12852,TIDI,Monocot,Orchidaceae,Perennial,Forb/herb,L48 N,
12853,TICA3,Dicot,Boraginaceae,Perennial,Subshrub,L48 N,
12854,TIGR,Dicot,Boraginaceae,Perennial,ShrubSubshrub,L48 N,
12855,TIHI,Dicot,Boraginaceae,Perennial,Subshrub,L48 N,
12856,TILA6,Dicot,Boraginaceae,Perennial,Forb/herbSubshrub,L48 N,
12857,TINU2,Dicot,Boraginaceae,Annual,Forb/herb,L48 N,
12858,TIPL2,Dicot,Boraginaceae,Perennial,Forb/herbSubshrub,L48 N,
12859,TIDI2,Dicot,Asteraceae,AnnualPerennial,Forb/herbSubshrub,HI IL48 IPR I,
12860,TIRO,Dicot,Asteraceae,AnnualPerennial,Forb/herb,L48 IPR IVI I,
12861,TOFIE,Monocot,Liliaceae, , ,AK NCAN NGL NL48 N,
12862,TOGL,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
12863,TOPU,Monocot,Liliaceae,Perennial,Forb/herb,AK NCAN NGL NL48 N,
12864,TOME,Dicot,Saxifragaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12865,TONI70,Moss,Brachytheciaceae, ,Nonvascular,NA N,
12866,TOTE,Dicot,Scrophulariaceae,Annual,Forb/herb,CAN NL48 N,
12867,TOPY,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12868,TONIN,Lichen,Catillariaceae, , ,NA N,
12869,TOCI,Dicot,Meliaceae,Perennial,Tree,HI IL48 IPR I,toon
12870,TOCIA,Dicot,Meliaceae,Perennial,Tree,HI IL48 IPR I,
12871,TOAR,Dicot,Apiaceae,Annual,Forb/herb,CAN NL48 I,
12872,TOJA,Dicot,Apiaceae,Annual,Forb/herb,CAN IL48 I,
12873,TONO,Dicot,Apiaceae,Annual,Forb/herb,CAN WHI IL48 I,
12874,TORRE,Gymnosperm,Taxaceae, , ,L48 N,
12875,TOCA,Gymnosperm,Taxaceae,Perennial,Tree,L48 N,
12876,TOTA,Gymnosperm,Taxaceae,Perennial,Tree,L48 N,
12877,TOER,Monocot,Poaceae,Perennial,Graminoid,L48 N,
12878,TOPAF,Monocot,Poaceae,Perennial,Graminoid,CAN NL48 N,
12879,TOPAP,Monocot,Poaceae,Perennial,Graminoid,CAN NL48 N,
12880,TOPAP3,Monocot,Poaceae,Perennial,Graminoid,AK NCAN NL48 N,
12881,TOFL4,Moss,Pottiaceae, ,Nonvascular,NA N,
12882,TOFR70,Moss,Pottiaceae, ,Nonvascular,NA N,
12883,TOIN4,Moss,Pottiaceae, ,Nonvascular,NA N,
12884,TOTO70,Moss,Pottiaceae, ,Nonvascular,NA N,
12885,TOCA10,Moss,Pottiaceae, ,Nonvascular,NA N,
12886,TOIN5,Moss,Pottiaceae, ,Nonvascular,NA N,
12887,TOLA5,Moss,Pottiaceae, ,Nonvascular,NA N,
12888,TOLA4,Moss,Pottiaceae, ,Nonvascular,NA N,
12889,TOMU,Moss,Pottiaceae, ,Nonvascular,NA N,
12890,TONO2,Moss,Pottiaceae, ,Nonvascular,NA N,
12891,TOPA7,Moss,Pottiaceae, ,Nonvascular,NA N,
12892,TOPA8,Moss,Pottiaceae, ,Nonvascular,NA N,
12893,TORU70,Moss,Pottiaceae, ,Nonvascular,NA N,
12894,TOSU2,Moss,Pottiaceae, ,Nonvascular,NA N,
12895,TOVI3,Moss,Pottiaceae, ,Nonvascular,NA N,
12896,HEFO11,Dicot,Boraginaceae,Perennial,Tree,HI IPB N,rirs (Palau)tree heliotrope
12897,TOHI,Dicot,Boraginaceae,Perennial,ShrubVine,L48 NPR NVI N,
12898,TOMA,Dicot,Boraginaceae,Perennial,ShrubVine,PR N,
12899,TOSC3,Dicot,Boraginaceae,Perennial,ShrubVine,PR N,
12900,TOVO,Dicot,Boraginaceae,Perennial,Vine,L48 NNAV NPR NVI N,
12901,TOWNS,Dicot,Asteraceae, , ,AK NCAN NL48 N,
12902,TOALA,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12903,TOALM,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12904,TOAN,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
12905,TOAP,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12906,TOCO2,Dicot,Asteraceae,BiennialPerennial,Forb/herb,CAN NL48 N,
12907,TOEX2,Dicot,Asteraceae,Perennial,Forb/herb,CAN NL48 N,
12908,TOFL5,Dicot,Asteraceae,Annual,Forb/herb,L48 N,
12909,TOGL4,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12910,TOGR,Dicot,Asteraceae,Biennial,Forb/herb,L48 N,
12911,TOIN,Dicot,Asteraceae,AnnualBiennialPerennial,Forb/herb,L48 N,
12912,TOJOT,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12913,TOLE,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12914,TOME2,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12915,TONU,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12916,TORO,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12917,TOSC,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12918,TOSM,Dicot,Asteraceae,Perennial,Forb/herb,L48 N,
12919,TODI,Dicot,Anacardiaceae,Perennial,ShrubVine,CAN NL48 N,
12920,TOPU2,Dicot,Anacardiaceae,Perennial,Forb/herbShrubSubshrub,L48 N,
12921,TORA2,Dicot,Anacardiaceae,Perennial,Forb/herbShrubSubshrubVine,CAN NL48 N,
12922,TORAR,Dicot,Anacardiaceae,Perennial,Forb/herbShrubSubshrubVine,CAN NL48 N,
12923,TORY,Dicot,Anacardiaceae,Perennial,Forb/herbShrubSubshrubVine,CAN NL48 N,
12924,TOVE,Dicot,Anacardiaceae,Perennial,ShrubTree,CAN NL48 N,
12925,TRDI,Dicot,Apocynaceae,Perennial,Vine,L48 N,
12926,TRFO3,Monocot,Arecaceae, , ,None,
12927,TRSP12,Monocot,Poaceae,Perennial,Graminoid,L48 N,
12928,TRADE,Monocot,Commelinaceae, , ,"CAN I,NHI IL48 I,NPB IPR I,NVI I",
12929,TRBR,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
12930,TRHI,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
12931,TROC,Monocot,Commelinaceae,Perennial,Forb/herb,CAN NL48 N,
12932,TROCO,Monocot,Commelinaceae,Perennial,Forb/herb,CAN NL48 N,
12933,TROCS,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
12934,TROH,Monocot,Commelinaceae,Perennial,Forb/herb,CAN NL48 N,
12935,TRPA10,Monocot,Commelinaceae,Perennial,Forb/herb,L48 NPR IVI I,
12936,TRPE9,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
12937,TRPI,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
12938,TRSP8,Monocot,Commelinaceae,Perennial,Forb/herb,HI IL48 IPB IPR IVI I,
12939,TRSU,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
12940,TRSU2,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
12941,TRSUM,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
12942,TRSUS,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
12943,TRVI,Monocot,Commelinaceae,Perennial,Forb/herb,CAN IL48 N,
12944,TRWR,Monocot,Commelinaceae,Perennial,Forb/herb,L48 N,
12945,TRZE,Monocot,Commelinaceae,AnnualPerennial,Forb/herb,HI IL48 IPB IPR IVI I,
12946,TRBE4,Dicot,Euphorbiaceae,Perennial,Forb/herb,L48 N,
12947,TRCO,Dicot,Euphorbiaceae,Perennial,Forb/herbVine,L48 N,
12948,TRNE,Dicot,Euphorbiaceae,Perennial,Forb/herb,L48 N,
12949,TRRA5,Dicot,Euphorbiaceae,Perennial,Forb/herbShrubSubshrubVine,L48 N,
12950,TRSM,Dicot,Euphorbiaceae,Perennial,Forb/herb,L48 N,
12951,TRUR,Dicot,Euphorbiaceae,Perennial,Forb/herb,L48 N,
12952,TRUR2,Dicot,Euphorbiaceae,Perennial,Forb/herbVine,L48 N,
12953,TRVO,Dicot,Euphorbiaceae,Perennial,Forb/herbVine,PR NVI N,
12954,TRDU,Dicot,Asteraceae,AnnualBiennial,Forb/herb,AK ICAN IL48 I,
12955,TRPO,Dicot,Asteraceae,Biennial,Forb/herb,CAN IHI IL48 I,
12956,TRBE,Monocot,Poaceae,Annual,Graminoid,HI IL48 IPR IVI I,
12957,TRRA,Monocot,Poaceae,Annual,Graminoid,L48 I,
12958,TRBI5,Dicot,Trapaceae, , ,None,
12959,TRNA,Dicot,Trapaceae,Perennial,Forb/herb,CAN IL48 I,
12960,TRCA,Dicot,Ranunculaceae,Perennial,Forb/herb,CAN NL48 N,
12961,TRMI2,Dicot,Ulmaceae,Perennial,ShrubTree,L48 NNAV NPR NVI N,
12962,TRAM16,Moss,Bruchiaceae, ,Nonvascular,NA N,
12963,TRLO7,Moss,Bruchiaceae, ,Nonvascular,NA N,
12964,TRKA4,Dicot,Campanulaceae,Perennial,Shrub,HI N,
12965,TRFR,Dicot,Clusiaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
12966,TRVI2,Dicot,Clusiaceae,Perennial,Forb/herb,CAN NL48 N,
12967,TRWA,Dicot,Clusiaceae,Perennial,Forb/herb,L48 N,
12968,TRSE6,Dicot,Euphorbiaceae,Perennial,Tree,L48 I,
12969,TRGL5,Monocot,Liliaceae,Perennial,Forb/herb,AK NCAN NL48 NSPM N,
12970,TROCB,Monocot,Liliaceae,Perennial,Forb/herb,AK NCAN NL48 N,
12971,TROCO2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
12972,TRRA6,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
12973,TRCI2,Dicot,Zygophyllaceae,Perennial,Forb/herbSubshrubVine,HI IL48 INAV IPB NPR IVI I,nohupuncture vine
12974,TRTE,Dicot,Zygophyllaceae,Annual,Forb/herb,CAN WHI IL48 IPB I,
12975,TRWA2,Dicot,Hydrophyllaceae,Perennial,Forb/herb,L48 N,
12976,TRHI3,Dicot,Meliaceae,Perennial,ShrubTree,PR NVI N,
12977,TRPA2,Dicot,Meliaceae,Perennial,ShrubTree,PR N,
12978,TRRO9,Dicot,Meliaceae, , ,None,
12979,TRTR8,Dicot,Meliaceae,Perennial,ShrubTree,PR N,
12980,TRCR9,Monocot,Poaceae,Perennial,Graminoid,L48 N,
12981,TRPL3,Monocot,Poaceae,Perennial,Graminoid,L48 N,
12982,TRICH26,Dicot,Cactaceae, , ,None,
12983,TRAU12,Dicot,Cactaceae, , ,None,
12984,TRCA31,Dicot,Cactaceae, , ,None,
12985,TRGR17,Dicot,Cactaceae, , ,None,
12986,TRPE24,Dicot,Cactaceae, , ,None,
12987,TRUY,Dicot,Cactaceae, , ,None,
12988,TRTO5,Liverwort,Trichocoleaceae, ,Nonvascular,NA N,
12989,TRBO,Fern,Hymenophyllaceae,Perennial,Forb/herb,L48 N,
12990,TREL,Monocot,Poaceae,Annual,Graminoid,L48 N,
12991,TRAL7,Monocot,Cyperaceae,Perennial,Graminoid,AK NCAN NL48 NSPM N,
12992,TRCE3,Monocot,Cyperaceae,Perennial,Graminoid,AK NCAN NGL NL48 NSPM N,
12993,TRCL4,Monocot,Cyperaceae,Perennial,Graminoid,CAN NL48 N,
12994,TRPL6,Monocot,Cyperaceae,Perennial,Graminoid,CAN NL48 N,
12995,TRAR,Dicot,Lamiaceae,Perennial,Subshrub,L48 N,
12996,TRBR5,Dicot,Lamiaceae,Annual,Forb/herb,CAN NL48 N,
12997,TRDI2,Dicot,Lamiaceae,Annual,Forb/herb,CAN NL48 N,
12998,TRLA3,Dicot,Lamiaceae,Perennial,ShrubSubshrub,L48 N,
12999,TRPA3,Dicot,Lamiaceae,Perennial,ShrubSubshrub,L48 N,
13000,TRSE5,Dicot,Lamiaceae,Annual,Forb/herb,L48 N,
13001,TRSI,Dicot,Lamiaceae,Annual,Forb/herb,L48 N,
13002,TROC2,Dicot,Phytolaccaceae,Perennial,ShrubVine,L48 NPR NVI N,
13003,TRCR18,Moss,Pottiaceae, ,Nonvascular,NA N,
13004,TRAL2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13005,TRAM,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13006,TRBU,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13007,TRCA4,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13008,TRCO2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13009,TRER,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13010,TRFL2,Monocot,Poaceae,Perennial,Graminoid,CAN IL48 N,
13011,TRFLC,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13012,TRFLF,Monocot,Poaceae,Perennial,Graminoid,CAN IL48 N,
13013,TRMU,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13014,TRMUE,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13015,TRST2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13016,TRTE2,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13017,TRBO2,Dicot,Primulaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
13018,TRBOB,Dicot,Primulaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
13019,TRBOL,Dicot,Primulaceae,Perennial,Forb/herb,CAN NL48 N,
13020,TREUA,Dicot,Primulaceae,Perennial,Forb/herb,AK NCAN NGL NL48 N,
13021,TRIFO,Dicot,Fabaceae, , ,"AK I,N,N?CAN I,N,WGL IHI IL48 I,NPR ISPM I,W",
13022,TRAF3,Dicot,Fabaceae, , ,None,
13023,TRAL5,Dicot,Fabaceae,Annual,Forb/herb,L48 N,
13024,TRAL6,Dicot,Fabaceae,Annual,Forb/herb,L48 I,berseem clover
13025,TRAM2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13026,TRAM15,Dicot,Fabaceae,Perennial,Forb/herb,L48 I,
13027,TRAN,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
13028,TRANA2,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
13029,TRANB,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
13030,TRANM,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
13031,TRAN6,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13032,TRAR4,Dicot,Fabaceae,Annual,Forb/herb,"CAN IHI IL48 ISPM I,WSPM W",
13033,TRAU2,Dicot,Fabaceae,AnnualBiennial,Forb/herb,AK ICAN IL48 ISPM I,
13034,TRBE2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13035,TRBE3,Dicot,Fabaceae,Annual,Forb/herb,L48 N,
13036,TRBR2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13037,TRCA5,Dicot,Fabaceae,AnnualBiennial,Forb/herb,AK ICAN IL48 ISPM I,
13038,TRCA6,Dicot,Fabaceae,AnnualPerennial,Forb/herb,L48 N,
13039,TRCE9,Dicot,Fabaceae,Annual,Forb/herb,L48 I,drooping clover
13040,TRCI,Dicot,Fabaceae,Annual,Forb/herb,L48 N,
13041,TRCY,Dicot,Fabaceae,Annual,Forb/herb,AK NCAN NL48 N,
13042,TRDA2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13043,TRDE,Dicot,Fabaceae,Annual,Forb/herb,CAN NL48 N,
13044,TRDES,Dicot,Fabaceae,Annual,Forb/herb,L48 N,
13045,TRDU2,Dicot,Fabaceae,Annual,Forb/herb,AK ICAN IHI IL48 I,
13046,TREC2,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13047,TRFR2,Dicot,Fabaceae,Perennial,Forb/herb,CAN IL48 I,
13048,TRGL4,Dicot,Fabaceae,Annual,Forb/herb,HI IL48 I,
13049,TRGRP,Dicot,Fabaceae,Annual,Forb/herb,L48 N,
13050,TRGY,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
13051,TRHI4,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13052,TRHY,Dicot,Fabaceae,AnnualPerennial,Forb/herb,AK ICAN IHI IL48 ISPM I,
13053,TRIN3,Dicot,Fabaceae,Annual,Forb/herb,CAN WHI IL48 I,
13054,TRKI,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13055,TRLA18,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13056,TRLE2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13057,TRLO,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13058,TRLOL3,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13059,TRLOS2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13060,TRLU,Dicot,Fabaceae,Perennial,Forb/herb,AK I,
13061,TRMA2,Dicot,Fabaceae,Annual,Forb/herb,L48 N,
13062,TRMA3,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13063,TRME,Dicot,Fabaceae,Perennial,Forb/herb,CAN IL48 I,
13064,TRMI4,Dicot,Fabaceae,Annual,Forb/herb,AK ICAN NL48 N,
13065,TRMI5,Dicot,Fabaceae,Annual,Forb/herb,CAN NL48 N,
13066,TRMO2,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13067,TRMOM,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13068,TRNA2,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
13069,TRNI3,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13070,TROB2,Dicot,Fabaceae,Annual,Forb/herb,L48 N,
13071,TROL,Dicot,Fabaceae,Annual,Forb/herb,CAN NL48 N,
13072,TRPA5,Dicot,Fabaceae,Perennial,Forb/herbSubshrub,L48 N,
13073,TRPO6,Dicot,Fabaceae,Perennial,Forb/herb,L48 I,
13074,TRPR2,Dicot,Fabaceae,BiennialPerennial,Forb/herb,AK ICAN IGL IHI IL48 IPR ISPM I,
13075,TRPU15,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13076,TRRE2,Dicot,Fabaceae,AnnualBiennial,Forb/herb,CAN WL48 N,
13077,TRRE3,Dicot,Fabaceae,Perennial,Forb/herb,AK ICAN IGL IHI IL48 ISPM I,Dutch cloverladino cloverwhite Dutch clover
13078,TRRE4,Dicot,Fabaceae,Annual,Forb/herb,CAN WHI IL48 I,
13079,TRRU7,Dicot,Fabaceae, , ,None,
13080,TRSC7,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13081,TRSE7,Dicot,Fabaceae, , ,None,
13082,TRSP82,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13083,TRSQ2,Dicot,Fabaceae, , ,None,
13084,TRST4,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13085,TRST5,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13086,TRSU3,Dicot,Fabaceae,Annual,Forb/herb,CAN IHI IL48 I,sub clover
13087,TRTO4,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13088,TRVA,Dicot,Fabaceae,Annual,Forb/herb,AK ICAN NL48 N,
13089,TRVE,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13090,TRVI3,Dicot,Fabaceae,Perennial,Forb/herb,L48 N,
13091,TRWI3,Dicot,Fabaceae,Annual,Forb/herb,CAN NL48 N,
13092,TRWO,Dicot,Fabaceae,AnnualPerennial,Forb/herb,AK N?CAN NL48 N,
13093,TRCO19,Monocot,Juncaginaceae,Perennial,Graminoid,L48 N,
13094,TRMA20,Monocot,Juncaginaceae,Perennial,Graminoid,AK NCAN NL48 NSPM N,
13095,TRPA28,Monocot,Juncaginaceae,Perennial,Graminoid,AK NCAN NGL NL48 NSPM N,
13096,TRST16,Monocot,Juncaginaceae,Perennial,Graminoid,L48 N,
13097,TRCA14,Dicot,Fabaceae,Annual,Forb/herb,CAN IL48 I,
13098,TRCO7,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13099,TRPR8,Dicot,Fabaceae,Annual,Forb/herb,L48 I,
13100,TRILL,Monocot,Liliaceae, , ,"CAN I,NL48 NSPM N",
13101,TRCA11,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13102,TRCE,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 NSPM N,
13103,TRCH2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13104,TRCHC,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13105,TRCHG,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13106,TRCU,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13107,TRDE3,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13108,TRDI5,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13109,TRER3,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
13110,TRFL6,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
13111,TRGR4,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,great white trilliumwhite wakerobin
13112,TRLU3,Monocot,Liliaceae,Perennial,Forb/herb,CAN IL48 N,
13113,TRNI2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,dwarf white trilliumdwarf white wakerobin
13114,TROV2,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
13115,TROVO2,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
13116,TRPE7,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13117,TRPU3,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13118,TRPUP2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13119,TRRE5,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13120,TRRI2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13121,TRSE2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13122,TRSU7,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13123,TRUN,Monocot,Liliaceae,Perennial,Forb/herb,CAN NL48 N,
13124,TRVA2,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13125,TRVI4,Monocot,Liliaceae,Perennial,Forb/herb,L48 N,
13126,TRBI2,Dicot,Campanulaceae,Annual,Forb/herb,HI IL48 N,
13127,TRLE3,Dicot,Campanulaceae,Annual,Forb/herb,L48 N,
13128,TRPE4,Dicot,Campanulaceae,Annual,Forb/herb,CAN NL48 N,
13129,TRAN3,Dicot,Caprifoliaceae,Perennial,Forb/herb,CAN NL48 N,
13130,TRAU4,Dicot,Caprifoliaceae,Perennial,Forb/herb,CAN NL48 N,
13131,TRPE5,Dicot,Caprifoliaceae,Perennial,Forb/herb,CAN NL48 N,
13132,TRTR7,Dicot,Rutaceae,Perennial,ShrubTree,L48 IPR IVI I,
13133,TRTR3,Monocot,Orchidaceae,Perennial,Forb/herb,CAN NL48 N,
13134,TRERE2,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
13135,TRERR,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
13136,TRFL14,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
13137,TRVEF,Dicot,Scrophulariaceae,Annual,Forb/herb,L48 N,
13138,TRAM7,Monocot,Poaceae,Perennial,Graminoid,L48 N,
13139,TRPU4,Monocot,Poaceae,Annual,Graminoid,CAN NL48 N,
13140,TRMAM,Dicot,Asteraceae,AnnualBiennialPerennial,Forb/herb,CAN IL48 ISPM I,
13141,TRMAP,Dicot,Asteraceae,AnnualBiennialPerennial,Forb/herb,AK NCAN NGL NL48 N,
13142,TRPE21,Dicot,Asteraceae,Annual,Forb/herb,AK ICAN IGL IL48 I,
13143,TRSP,Monocot,Poaceae,Perennial,Graminoid,L48 N,
